"Question","Intent","Entity"
"여아옷을구매하고싶은데요","recommend:0.9857780368109854",""
"여성정장을 구매하고싶은데요","recommend:0.9987143969542742","onepiece_style:정장원피스"
"원피스를 구매하고싶습니다","recommend:0.6206444084953401","product:원피스"
"네 우선보여주세요","recommend:0.8875904888298433","user_answer:응,user_answer:응"
"쉬폰보다는 단정한스타일이좋아서요","recommend:0.9055723648295416",""
"안녕","greeting:1",""
"뭘 사면 좋을까","recommend:0.3990384044950739",""
"검정색으로 55싸이즈요","start:0.13663054067736896","generic_color:검정"
"인기상품 추천해줘봐","generic_trend_recommend:0.6045926896338154",""
"봄입니다","recommend:0.5717672828222838","season:봄"
"영캐주얼 인기상품 추천해달라고","generic_trend_recommend:0.6608308293913367",""
"아무거나","generic_trend_recommend:0.3032031344581358",""
"신발","recommend:0.375569572224312",""
"점퍼","recommend:0.23306669813506511","product:점퍼"
"보여줘","signal_show:1","user_answer:응"
"아니","recommend:0.2739927142076795","user_answer:아니"
"어","recommend:0.5797640991739763",""
"다른거","signal_show:0.7704780139459472",""
"아니","recommend:0.2739927142076795","user_answer:아니"
"행사상품 보여줘","generic_price_recommend:0.43196801348333547","user_answer:응"
"라인","recommend:0.5572050249370851","brand:라인"
"흰색 겨울 바지요","recommend:0.8925727093784914","season:겨울,product:팬츠"
"무릎이요","recommend:0.8805304305942776","skirt_length:미디엄"
"긴바지요","recommend:0.7937359388417807","length:롱,product:팬츠"
"처음","start:1",""
"1번이요","recommend:0.379111693234983",""
"상품1번이요","recommend:0.33092499775621464",""
"마음에듭니다","recommend:0.705818161763341",""
"위에상품","recommend:0.9387755653153823",""
"안녕하세요","greeting:1",""
"백화점 행사 안내해주세요","generic_price_recommend:0.5884544279592422",""
"영캐주얼 상품 추천해주세요","recommend:0.9319397119091815",""
"추천해주세요","recommend:1",""
"크리스크리스티","recommend:0.7067279765508437",""
"반팔티셔츠","recommend:0.4427607435176365","product:티셔츠"
"면바지 싼걸로","recommend:0.5963039239215708","pants_style:면바지"
"보여주세요","signal_show:1","user_answer:응"
"파란색 바디","recommend:0.7823643402488859","generic_color:파란색"
"바지","recommend:1","product:팬츠"
"사진은 없나요?","recommend:0.9710918290471366",""
"선물 추천 좀","recommend:0.973052016525312",""
"안녕","greeting:1",""
"영캐쥬얼 상품","recommend:0.97278333526071",""
"남성티","recommend:0.7067279765508437","product:티셔츠"
"영캐쥬얼 상품 찾아달라고","recommend:0.8691847386613987",""
"탱커스 신상품","recommend:0.3714064823418328","brand:탱커스"
"남성의류로 알려주세요","recommend:0.9984313203762902",""
"아니 선물","user_answer_no:0.22269952075252145","user_answer:아니"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"여름신상 원피스 사려고요","generic_trend_recommend:0.3704861870110443","season:여름,product:원피스"
"비지트인뉴욕","recommend:0.7067279765508437","brand:비지트인뉴욕"
"야","recommend:0.7067279765508437",""
"인기있는 상품으로 보여주세요","generic_trend_recommend:0.8147863813376164","user_answer:응"
"티아이","recommend:0.7067279765508437",""
"옐로우","recommend:0.7067279765508437","generic_color:노란색"
"아오 시","recommend:0.20723548847355586",""
"추천해안해주셨잖아여ㅠ","recommend:0.9930833276275401",""
"장난함?!","recommend:0.8047452109851654",""
"상품3. 사진","recommend:0.6197782823348945",""
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"게스","recommend:0.71906324960452",""
"Guess","recommend:0.7067279765508437",""
"멍청아","recommend:0.7067279765508437",""
"비지트인뉴욕은요?","recommend:0.76858416466137",""
"르샵 티셔츠 추천해줘","recommend:0.8305005414806759","brand:르샵,product:티셔츠"
"하아ㅜ","recommend:0.7067279765508437",""
"민소매요","recommend:0.7323162564918322","onepiece_style:민소매,tshirt_style:탑,blouse_style:민소매"
"예쁜거","recommend:0.9797389972547966","generic_attribute:예쁜"
"아닙니다","recommend:0.705818161763341",""
"고생하세요","greeting:0.5746853424399565",""
"야 이바보야","recommend:0.807695498335729",""
"아니 티셔츠","user_answer_no:0.27031273634342534","user_answer:아니,product:티셔츠"
"보여줘","signal_show:1","user_answer:응"
"아무거나","generic_trend_recommend:0.3032031344581358",""
"상품1","recommend:0.33092499775621464",""
"응","recommend:0.7067279765508437","user_answer:응"
"처음","start:1",""
"안녕","greeting:1",""
"블라우스 추천해주세요","recommend:0.9853480332101254","product:블라우스"
"라인에서 흰색 블라우스 보여주세여","recommend:0.2815675480792611","brand:라인,product:블라우스"
"흰색입니다","recommend:0.5421276031281033",""
"네 고맙습니다","recommend:0.6070613572700854","user_answer:응"
"처음","start:1",""
"슬랙스 추천해주세요","recommend:0.9010803378285492",""
"영캐주얼에은 어떤 상품들이 있나요","recommend:0.8768897037338348",""
"영캐주얼 브랜드 추천해주세요","recommend:0.6675008546816678",""
"코트요","recommend:0.6677907685742223","product:코트"
"보여주세요","signal_show:1","user_answer:응"
"다른건 없나요","recommend:0.97064805532963",""
"남색이요","recommend:0.9811275082262038",""
"기본형 보여주세요","recommend:0.950338108103875","user_answer:응,generic_attribute:기본스타일"
"네","recommend:0.6070613572700854","user_answer:응"
"하이","greeting:1",""
"굿모닝","recommend:0.7067279765508437",""
"블라우스 사려구요","recommend:0.9895077154528543","product:블라우스"
"모조에스핀","recommend:0.7067279765508437",""
"코트","recommend:0.28728679569071436","product:코트"
"네","recommend:0.6070613572700854","user_answer:응"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"안녕","greeting:1",""
"화장품 추천해 주세요.","recommend:0.9788082595398634",""
"원피스 추천해 주세요.","recommend:0.7848734028924896","product:원피스"
"우선 보여 주세요.","recommend:0.8255382288447238","user_answer:응"
"다른 상품도 더 보여 주세요.","recommend:0.3528297724074043","user_answer:응"
"처음","start:1",""
"블라우스 추천해 주세요.","recommend:0.9812338914843329","product:블라우스"
"흰색 블라우스 보여 주세요.","recommend:0.8879451589929674","user_answer:응,product:블라우스"
"네 마음에 듭니다.","generic_location_recommend:0.3289788958127359","user_answer:응"
"처음","start:1",""
"스커트 보여 주세요.","recommend:0.9035621395412883","user_answer:응,product:스커트"
"우선 보여 주세요.","recommend:0.8255382288447238","user_answer:응"
"네 마음에 듭니다.","generic_location_recommend:0.3289788958127359","user_answer:응"
"맘에듭니다","recommend:0.705818161763341",""
"남자옷은 뭐가 좋아요?","recommend:0.993042257751169",""
"안녕","greeting:1",""
"남자옷은 뭐가 좋아요?","recommend:0.993042257751169",""
,"",""
"안녕","greeting:1",""
"듀엘 원피스 세일하니?","greeting:0.2535934461137657","product:원피스"
"영캐주얼은 브랜드는 뭐가 있나요?","generic_trend_recommend:0.7101366060397026",""
"백화점 세일해?","store_query:0.6795660879398338",""
"자켓 추천해주세요","recommend:0.9234847329197711","product:재킷"
"영캐주얼 듀엘 블랙 원피스","recommend:0.7118784176481782","generic_color:검정,product:원피스"
"듀엘","recommend:0.7067279765508437",""
"우선 보여줘","recommend:0.9658874571056141","user_answer:응"
"안녕","greeting:1",""
"30대 남성 바지 추천해주세요","recommend:0.8111190192887954","product:팬츠"
"가장 잘 나가는 상품으로 먼저 보여주세요","generic_trend_recommend:0.9996852910246152","user_answer:응"
"다른건 더 없나요? 두꺼워 보이네요. 핏은 어떤가요?","recommend:0.9999623185713511",""
"면바지로 슬림핏으로 추천해주세요","recommend:0.9885100613822598",""
"그것도 모르다니..","recommend:0.8258310559650206",""
"됐습니다..","recommend:0.6253953614004073",""
"ㅎㅇ","recommend:0.7067279765508437",""
"ㅎㅇ","recommend:0.7067279765508437",""
"처음","start:1",""
"처음","start:1",""
"안뇽","greeting:1",""
"봄 원피스 살껀데","recommend:0.9473598684668961","season:봄,product:원피스"
"먼저 보여줘봐","recommend:0.7656518162580607","user_answer:응"
"별로야","recommend:0.8097328741853523",""
"케네스레이디 원피스 있어?","recommend:0.5585891537162065","brand:케네스레이디,product:원피스"
"챠콜","recommend:0.7067279765508437",""
"응","recommend:0.7067279765508437","user_answer:응"
"처음","start:1",""
"안녕하세요","greeting:1",""
"광주점 주소","recommend:0.7067279765508437",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕~~","greeting:0.9529844821713711",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"밥 먹고 싶어요","recommend:0.9908483109599967",""
"안녕","greeting:1",""
"밥 먹었어요?","recommend:0.9434515218517256",""
"배고파요","recommend:0.8803789075357514",""
"안녕","greeting:1",""
"안녕~~^^","greeting:0.9581349575740834",""
"헐","recommend:0.7067279765508437",""
"안녕~~","greeting:0.9529844821713711",""
"안녕","greeting:1",""
"너는 몇살이니?","recommend:0.5322130310144625",""
"이름이 뭐니?","recommend:0.5349260777669236",""
"중동점 은 어디에요","recommend:0.41230383377412966",""
"커피 좋아해요?","recommend:0.7535162724191468",""
"안녕","greeting:1",""
"누구세요?","greeting:0.6806507474335339",""
"미아점 전화번호는요?","recommend:0.7019465582964208",""
"롯데인천점 어떻게 가나요","query_product:0.4727734188303434",""
"백화점 정기휴무는 언제니?","recommend:0.19939227424436204",""
"사은행사 언제하나요?","recommend:0.7850297475591752",""
"이게 모예요?","recommend:0.3491521707710638","user_answer:응"
"배고픈데 뭐먹지","recommend:0.6752953489258621",""
"오늘 롯데백화점 몇시에 문 닫아요?","generic_location_recommend:0.3055078815138433",""
"안녕","greeting:1",""
"맛있는 커피 좀 추천해주세요","recommend:0.9812542272239695",""
"일산점 영업시간","recommend:0.7056399203385814",""
"영업시간","recommend:0.7056399203385814",""
"너 바보구나?","chit_chat:0.9560024040819942",""
"뭐먹지?","recommend:0.5773135499946399",""
"이름이 어떻게 되죠?","query_product:0.8878001598029169",""
"영캐주얼중 나한테 어울리는 브랜드는?","query_product:0.7224979377841372",""
"잠와요","recommend:0.8803789075357514",""
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"구찌매장은 어느점에 있나요?","store_query:0.3371711758726807",""
"비비안 몇층 인가요?","recommend:0.7535162724191468",""
"추천은?","recommend:0.9890746815255609",""
"불만있어요","recommend:0.9879467656247816",""
"영업시간은?","recommend:0.6996300385361651",""
"너무 복잡해요!","recommend:0.946973460059501",""
"전세중","greeting:0.19169279168236195",""
"꽃프린딩 원피스 어디꺼가 이뻐요?","recommend:0.7709216910397018","product:원피스"
"안녕","greeting:1",""
"바보","chit_chat:1",""
"네?","recommend:0.6064410558698855","user_answer:응"
"블루","recommend:0.7092631351890133","generic_color:파란색"
"코트","recommend:0.28728679569071436","product:코트"
"본점","recommend:0.5198499405000998",""
"여름","recommend:1","season:여름"
"갭 매장은 어디있어요?","store_query:0.7643625821143959",""
"오픈시간","recommend:0.7056399203385814",""
"비비안 몇층 인가요?","recommend:0.7535162724191468",""
"보여줘","signal_show:1","user_answer:응"
"원피스 추천해줘?","recommend:0.7621240865412588","product:원피스"
"셔츠 사고 싶어요","recommend:0.9980645212598568","product:블라우스"
"갭 후드티","recommend:0.9177234339732936","tshirt_style:후드티,product:티셔츠"
"20대 여성이 입을만한 브랜드 추천","generic_location_recommend:0.9706367289875192",""
"응","recommend:0.7067279765508437","user_answer:응"
"라코스테","recommend:0.38772492626982874",""
"what your name?","recommend:0.6996300385361651",""
"네","recommend:0.6070613572700854","user_answer:응"
"반에이크 네이비","greeting:0.17938087824936194","brand:반에이크"
"자라","recommend:0.7082484984661284","brand:자라"
"파란석","recommend:0.7067279765508437",""
"원피스","recommend:1","product:원피스"
"영업일은?","recommend:0.7179999381496764",""
"월급이 얼마지요","query_product:0.7102176397857822",""
"뉴발란스는 어디서 살수 있나요??","query_product:0.5021803664478159",""
"파랑","recommend:1","generic_color:파란색"
"원피스","recommend:1","product:원피스"
"안녕","greeting:1",""
"MVG는 무언가요?","recommend:0.9754128023130021",""
"상품","recommend:0.9387755653153823",""
"보여줘","signal_show:1","user_answer:응"
"네이비","greeting:0.17938087824936194",""
"블랙","recommend:0.707824551948749","generic_color:검정"
"청바지 있나요?","recommend:0.9578733954393869",""
"티셔츠 사고싶어요","recommend:0.899352686332613","product:티셔츠"
"나랑 살자","recommend:0.4997318450913904",""
"지금 행사는 어떤게 있나요","generic_trend_recommend:0.4929915473166913",""
"상품1","recommend:0.33092499775621464",""
"불친절해요","recommend:0.8803789075357514",""
"봄","recommend:0.7452738006830832","season:봄"
"델리는?","recommend:0.6552826029598569",""
"보브는 어디에 있나요","generic_location_recommend:0.42483401766331647",""
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"아니","recommend:0.2739927142076795","user_answer:아니"
"처음","start:1",""
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"비버","recommend:0.7067279765508437",""
"처음","start:1",""
"자라","recommend:0.7082484984661284","brand:자라"
"네","recommend:0.6070613572700854","user_answer:응"
"바보","chit_chat:1",""
"무릎","recommend:0.8805304305942776","skirt_length:미디엄"
"나이키","recommend:0.7849788185710787",""
"화이트","recommend:0.6223310627444807",""
"신상품 추천","recommend:0.9526982567667942",""
"영캐주얼 상품 추천","recommend:0.9939180912591217",""
"아니오","recommend:0.2739927142076795","user_answer:아니"
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"빈폴","recommend:0.6909822854287238","brand:빈폴"
"신민아 원피스","recommend:0.35748036868662975","product:원피스"
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"미샤","recommend:0.7085304141182365",""
"타임","recommend:0.6540466371759732",""
"아니오","recommend:0.2739927142076795","user_answer:아니"
"빈폴","recommend:0.6909822854287238","brand:빈폴"
"공유","recommend:0.6987576778836614",""
"공유 코트","recommend:0.26288573820360894","product:코트"
"안녕","greeting:1",""
"코트","recommend:0.28728679569071436","product:코트"
"공유","recommend:0.6987576778836614",""
"공유코트","recommend:0.26288573820360894","product:코트"
"검정색","greeting:0.232402378769263","generic_color:검정"
"트랙수트 추천 좀","recommend:0.9905336020839594",""
"상품1","recommend:0.33092499775621464",""
"공유","recommend:0.6987576778836614",""
"이제 그만","goodbye:0.8329683912463742","user_answer:아니"
"코트찾아주세요","recommend:0.9864821127779804",""
"공유","recommend:0.6987576778836614",""
"공유 코트","recommend:0.26288573820360894","product:코트"
"봄상품","recommend:0.9452420257268549",""
"공유 재킷","recommend:0.870642546744979","product:재킷"
"상품권","recommend:0.7067279765508437",""
"그레이","recommend:0.7265278488874285",""
"사은행사","recommend:0.7067279765508437",""
"그만해","chit_chat:0.5714285714285714",""
"베이지색","recommend:0.40740640517276394","generic_color:스킨톤"
"싫어","recommend:0.8833369800462211",""
"플라스틱아일랜드","recommend:0.8387355878080718","brand:플라스틱아일랜드"
"봄","recommend:0.7452738006830832","season:봄"
"아니","recommend:0.2739927142076795","user_answer:아니"
"바지","recommend:1","product:팬츠"
"신민아","recommend:0.36585175017475147",""
"no","user_answer_no:0.798354117209642","user_answer:아니"
"사은행사","recommend:0.7067279765508437",""
"롯데 안양점에 자라 있나요","generic_location_recommend:0.284656857665866","brand:자라"
"롯데백화점 수원점 영업시간","recommend:0.49398683740118365",""
"Ggpx","recommend:0.9904145589933651","brand:지지피엑스"
"본점영업시간","recommend:0.5180886770505421",""
"처음","start:1",""
"원피스","recommend:1","product:원피스"
"우선 보여주세요","recommend:0.950338108103875","user_answer:응"
"뉴에라","recommend:0.7067279765508437",""
"네","recommend:0.6070613572700854","user_answer:응"
"안녕","greeting:1",""
"상품1","recommend:0.33092499775621464",""
"1","recommend:0.379111693234983",""
"모자","recommend:0.7818256187226397",""
"화이트데이 와이프 선물","generic_timing_recommend:0.9039540061530525",""
"네","recommend:0.6070613572700854","user_answer:응"
"창모자","recommend:0.7067279765508437",""
"네","recommend:0.6070613572700854","user_answer:응"
"쉬폰","recommend:0.6460383201351223","onepiece_style:쉬폰,basic_attribute:쉬폰,skirt_style:쉬폰,blouse_style:쉬폰"
"레드","recommend:0.7067279765508437","generic_color:빨강"
"발랄","recommend:0.7067279765508437",""
"공유가 도깨비에서 입은 옷","generic_celebrity_recommend:0.9907301496730878",""
"부드러운","recommend:0.8412085114788216",""
"상품3","recommend:0.2460768061720186",""
"아니요","recommend:0.5299189649797481","user_answer:아니"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"그만","goodbye:0.8329683912463742","user_answer:아니"
"조용해","recommend:0.7067279765508437",""
"안녕","greeting:1",""
"그만","goodbye:0.8329683912463742","user_answer:아니"
"밭솥","recommend:0.7067279765508437",""
"밥솥","recommend:0.7067279765508437",""
"파란색","recommend:1","generic_color:파란색"
"파랑","recommend:1","generic_color:파란색"
"ㅎㅎ","recommend:0.7067279765508437",""
"안녕","greeting:1",""
"처음","start:1",""
"수트 사야 하는데","generic_location_recommend:0.5611568105996757",""
"여름 드레스 사고 싶어","recommend:0.9987374703031853","season:여름,product:원피스"
"노랑","recommend:0.7067279765508437","generic_color:노란색"
"롱","recommend:1","length:롱,skirt_length:라지,neat_style:롱니트"
"아니","recommend:0.2739927142076795","user_answer:아니"
"네","recommend:0.6070613572700854","user_answer:응"
"처음","start:1",""
"안녕","greeting:1",""
"안녕","greeting:1",""
"오늘 뭐입으면 좋을까","recommend:0.9644660351909174",""
"오늘 본점 여성 의류 행사 뭐하나요?","recommend:0.6454735973178731",""
"라운지그레이","recommend:0.7265278488874285",""
"모조에스핀","recommend:0.7067279765508437",""
"듀엘 원피스","recommend:0.7144228472039674","product:원피스"
"보여주세요","signal_show:1","user_answer:응"
"파란자켓","recommend:0.7067279765508437","product:재킷"
"파란 자켓","recommend:0.4905585796257178","product:재킷"
"처음.","start:0.9808205976031271",""
"스커트","recommend:1","product:스커트"
"처음","start:1",""
"안녕 왓슨","greeting:0.9862970600781585",""
"스커트","recommend:1","product:스커트"
"ㅎㅇ","recommend:0.7067279765508437",""
"아니요","recommend:0.5299189649797481","user_answer:아니"
"플라워 패턴 원피스","recommend:0.5584753238054811","neat_style:패턴니트,product:원피스"
"네이비","greeting:0.17938087824936194",""
"네","recommend:0.6070613572700854","user_answer:응"
"신발 사구 시프다","generic_location_recommend:0.25052669654505233",""
"신발","recommend:0.375569572224312",""
"저겨","recommend:0.7067279765508437",""
"헐 이 아줌마가!!","recommend:0.916740218933438",""
"안녕","greeting:1",""
"배가 고파요","recommend:0.9545588632823155",""
"그러면 결혼식 갈 때","recommend:0.9638961450456337","location_attribute:웨딩"
"입을 옷좀","generic_location_recommend:0.8360259570124641",""
"원피스","recommend:1","product:원피스"
"린넨","recommend:0.7093249097086631","pants_style:린넨바지,jacket_style:린넨재킷"
"안녕?","greeting:1",""
"린넨원피스 하늘색","recommend:0.7345984900146417","generic_color:하늘색"
"20대 여자인데","recommend:0.7794862793648997",""
"원피스 추천 부탁해","recommend:0.9911052017108712","product:원피스"
"에고이스트/ 흰색","recommend:0.8443581580537638","brand:에고이스트"
"하얀색","recommend:0.9058305943430817",""
"웅","recommend:0.7067279765508437",""
"고마워","recommend:0.7067279765508437",""
"고맙다고","recommend:0.7067279765508437",""
"아니","recommend:0.2739927142076795","user_answer:아니"
"싫어","recommend:0.8833369800462211",""
"꺼져","recommend:0.7067279765508437",""
"옷 좀 추전","recommend:0.7578382896137775",""
"영캐주얼 브랜드 종류","recommend:0.8333226583206135",""
"피곤해요","recommend:0.8803789075357514",""
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"씨","recommend:0.7080507590476371","brand:씨"
"노란색","recommend:1","generic_color:노란색"
"긴거","recommend:0.7070285447556023","length:롱"
"옐로우","recommend:0.7067279765508437","generic_color:노란색"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"이쁜거","recommend:0.8026173306850509",""
"처음","start:1",""
"네","recommend:0.6070613572700854","user_answer:응"
"삼품1","recommend:0.379111693234983",""
"좀 더 푸르팅팅","recommend:0.29940010250094123",""
"ㅋㅋ","recommend:0.7067279765508437",""
"안녕","greeting:1",""
"니가 아는게 뭐냐?","user_answer_no:0.3367438282376778",""
"처음","start:1",""
"더워","recommend:0.7067279765508437",""
"배워라","recommend:0.3576757454139722",""
"운동복","recommend:0.7067279765508437",""
"ㅇㅇ","greeting:1","user_answer:응"
"등산용","generic_location_recommend:0.7288330286280742",""
"처음","start:1",""
"남성로퍼","recommend:0.7067279765508437",""
"남자봄자켓","recommend:0.23491284284299827",""
"남자 봄 자켓","recommend:0.23491284284299827","season:봄,product:재킷"
"응","recommend:0.7067279765508437","user_answer:응"
"다른거","signal_show:0.7704780139459472",""
"검정","recommend:0.3212598648871568","generic_color:검정"
"롱","recommend:1","length:롱,skirt_length:라지,neat_style:롱니트"
"자자","recommend:0.7067279765508437",""
"끝","recommend:0.7067279765508437",""
"안사","recommend:0.7067279765508437",""
"심심이가  더 똑똑","recommend:0.6056024850217852",""
"안뇽","greeting:1",""
"안뇽","greeting:1",""
"처음","start:1",""
"생일선물","recommend:0.3986002180439136",""
"스커트","recommend:1","product:스커트"
"보여주세요","signal_show:1","user_answer:응"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"에이치라인 스커트","recommend:0.725388545003106","skirt_style:H라인,leather_skirt_style:H라인,brand:라인,product:스커트"
"베이지","recommend:0.4519543703432628","generic_color:스킨톤"
"봄","recommend:0.7452738006830832","season:봄"
"미디","recommend:0.24909309456914938","length:미디엄,skirt_length:미디엄"
"네","recommend:0.6070613572700854","user_answer:응"
"잇걸","recommend:0.7067279765508437",""
"멘즈","recommend:0.7067279765508437",""
"우먼","recommend:0.8329690541915076",""
"득템","greeting:0.9820060563337077",""
"여신룩","recommend:0.7067279765508437",""
"아니","recommend:0.8122207435923353","user_answer:아니"
"아니","recommend:0.8122207435923353","user_answer:아니"
"안녕","greeting:1",""
"스커트 살꺼야","recommend:0.8724883608759012","product:스커트"
"안녕","greeting:1",""
"싫어요","recommend:0.8803789075357514",""
"꺼져","recommend:0.7067279765508437",""
"아니요","recommend:0.5299189649797481","user_answer:아니"
"아니요","recommend:0.5299189649797481","user_answer:아니"
"안녕","greeting:1",""
"뭐야","recommend:0.6592202707503967",""
"됐어","recommend:0.8924295798724086",""
"이제 그만","goodbye:0.8329683912463742","user_answer:아니"
"그만하자","recommend:0.7150524803270887",""
"그만하자","recommend:0.7150524803270887",""
"안녕","greeting:1",""
"봄에 어울리는 바지 추천해","generic_match_recommend:0.6346963009463501","season:봄,product:팬츠"
"브라운 매그제이 바지","recommend:0.915639992444178","brand:매그제이,generic_color:갈색,product:팬츠"
"아니","recommend:0.2739927142076795","user_answer:아니"
"안녕","greeting:1",""
"사은행사하나요?","recommend:0.5892377698135511",""
"인기 청바지","generic_trend_recommend:0.7892233749448945",""
"나이스클랍 베스트아이템은 머야?","recommend:0.5064110133968963","brand:나이스 클랍,brand:나이스클랍,product:베스트"
"네","recommend:0.6070613572700854","user_answer:응"
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"안녕","greeting:1",""
"결혼식 하객룩","recommend:0.9830538288854168","location_attribute:웨딩"
"핏이 예쁜 디자인","recommend:0.9828438509315237","generic_attribute:예쁜"
"유행원피스","recommend:0.7459768474067893","product:원피스"
"네","recommend:0.6070613572700854","user_answer:응"
"안녕","greeting:1",""
"상품","recommend:0.9387755653153823",""
"티셔츠","recommend:0.4405713700799887","product:티셔츠"
"스커트 추천해줘","recommend:1","product:스커트"
"안녕","greeting:1",""
"아니 안사","recommend:0.2739927142076795","user_answer:아니"
"안녕","greeting:1",""
"네","recommend:0.6070613572700854","user_answer:응"
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"네","recommend:0.6070613572700854","user_answer:응"
"파랑색","recommend:0.8120108147554846","generic_color:파란색"
"봄이죠","recommend:0.8687231652301164","season:봄"
"매그제이 긴거","recommend:0.7342037011933661","brand:매그제이,length:롱"
"펜슬 ^^","recommend:0.7677993251400486","skirt_style:펜슬,leather_skirt_style:펜슬"
"넵","recommend:0.7067279765508437",""
"아녀","recommend:0.7067279765508437",""
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"안녕","greeting:1",""
"샤벙한","recommend:0.7067279765508437",""
"샤방샤방한   원피스","recommend:0.4545761845869639","product:원피스"
"네","recommend:0.6070613572700854","user_answer:응"
"와이프 선물용","recommend:0.9217196186248244",""
"부인선물용","recommend:0.874394468135719",""
"정장사고 싶어요","recommend:0.9789732884434901","onepiece_style:정장원피스"
"슬림핏","recommend:0.8704514891608872","pur_coat:슬림핏"
"블랙","recommend:0.707824551948749","generic_color:검정"
"봄철 어울리는 셔츠. 좀. ㅊ추천","generic_match_recommend:0.6684161646758846","product:블라우스"
"하이","greeting:1",""
"네","recommend:0.6070613572700854","user_answer:응"
"빨간색","recommend:1","generic_color:빨강"
"봄","recommend:0.7452738006830832","season:봄"
"긴거","recommend:0.7070285447556023","length:롱"
"바지요","recommend:0.6762704695615639","product:팬츠"
"바지","recommend:1","product:팬츠"
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"처음","start:1",""
"노랑색 방수 자켓 찾아요","recommend:0.9990074583143312","generic_color:노란색,product:재킷"
"네","recommend:0.6070613572700854","user_answer:응"
"네","recommend:0.6070613572700854","user_answer:응"
"퇴근하세요","greeting:0.6126828466975685",""
"안볼래요","recommend:0.7599539453089832",""
"쇼핑 끝","recommend:0.7067279765508437",""
"아니요","recommend:0.32616424410838535","user_answer:아니"
"끝","recommend:0.7067279765508437",""
"안녕히 계세요","recommend:0.7067279765508437",""
"처음","start:1",""
"월요일에는 뭘 입는게 좋을까?","greeting:0.4994171236385577",""
"잠실행사는요?","generic_price_recommend:0.32343321991001994",""
"남성 정장이요.","recommend:0.9795081264084354","onepiece_style:정장원피스"
"처음","start:1",""
"티셔츠","recommend:0.3340432228534358","product:티셔츠"
"안녕","greeting:1",""
"네","recommend:0.6070613572700854","user_answer:응"
"월요일에는 뭘 입는게 좋을까?","generic_match_recommend:0.5175427549490279",""
"요즘 유행하는 슬렉스 보여주세요","generic_trend_recommend:0.9999054044178423","user_answer:응,product:팬츠"
"블랙 슬렉스","recommend:0.5532263828367395","generic_color:검정,product:팬츠"
"봄","recommend:0.7452738006830832","season:봄"
"없어요","recommend:0.8522376830456329","user_answer:아니"
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"아뇨","recommend:0.7067279765508437","user_answer:아니"
"처음","start:1",""
"처음","start:1",""
"안녕","greeting:1",""
"네","recommend:0.6070613572700854","user_answer:응"
"네","recommend:0.6070613572700854","user_answer:응"
"파란색","recommend:1","generic_color:파란색"
"롱 스타일","generic_style_recommend:0.4634876955349413","length:롱,skirt_length:라지,neat_style:롱니트"
"베이지","recommend:0.4519543703432628","generic_color:스킨톤"
"네","recommend:0.6070613572700854","user_answer:응"
"제일 잘 나가는 베이지색 트렌치 추천해줘","generic_trend_recommend:0.7731920224980923","generic_color:스킨톤"
"트렌치 코트 추천해줘","recommend:0.9840333304592628","product:코트"
"베이지색","recommend:0.40740640517276394","generic_color:스킨톤"
"봄","recommend:0.7452738006830832","season:봄"
"없어","recommend:0.9845699879818806","user_answer:아니"
"안녕","greeting:1",""
"처음","start:1",""
"비가 오는데 어울리는 코트","generic_match_recommend:0.46955634142363145","product:코트"
"케네스레이디","recommend:0.5235461118374027","brand:케네스레이디"
"케이프자켓 추천해줘","recommend:0.9894154458738476","basic_attribute:케이프,coat_style:케이프"
"짧은거","recommend:0.9022090043263021","skirt_length:숏,length:미니"
